TikTok Metadata,,,,,,,,,,,,Song Metadata,,,,,Time Length,,,BPM,,Lyrics,,,,,,
20,https://www.tiktok.com/t/ZTkQaFr8g/,WeHugNow_2,@jess.green17,"9,653",Wholesome/Emotional,0,6.6M,31.5M,6.6,31.5,5/5/25,We Hug Now,Sydney Rose,Alternative/Indie,2025,,,3:19 - 3:27,8,120,,,,,,,,
20,https://www.tiktok.com/t/ZTkQaUAy1/,WeHugNow_3,@clo2.1,"23,600",Animals,0,5.7M,24.3M,5.7,24.3,6/5/25,We Hug Now,Sydney Rose,Alternative/Indie,2025,,,3:19 - 3:34,15,120,,,,,,,,
20,https://www.tiktok.com/t/ZTkQaAmPD/,WeHugNow_4,@chloediane01,"24,700",Wholesome/Emotional,0,4.5M,68.8M,4.5,68.8,7/17/25,We Hug Now,Sydney Rose,Alternative/Indie,2025,,,3:19 - 3:25,6,120,,,,,,,,
20,https://www.tiktok.com/t/ZTkQaFXN5/,WeHugNow_5,@lalaleluu,"6,100,000",Wholesome/Emotional,1,4.4M,18M,4.4,18,6/5/25,We Hug Now,Sydney Rose,Alternative/Indie,2025,,,3:19 - 3:28,9,120,,,,,,,,
20,https://www.tiktok.com/t/ZTkQauK7W/,WeHugNow_6,@nat_21_nicole,"7,118",Wholesome/Emotional,0,4.2M,17.3M,4.2,17.3,5/8/2025,We Hug Now,Sydney Rose,Alternative/Indie,2025,,,3:19 - 3:28,9,120,,,,,,,,
20,https://www.tiktok.com/t/ZTkQaF3DL/,WeHugNow_7,@soph1efergi,"6,300,000",Wholesome/Emotional,1,3.3M,25.9M,3.3,25.9,3/13/25,We Hug Now,Sydney Rose,Alternative/Indie,2025,,,3:20 - 3:37,17,120,,,,,,,,
20,https://www.tiktok.com/t/ZTkQahvJG/,WeHugNow_8,@mia432582,"12,900",Wholesome/Emotional,0,2.9M,21.1M,2.9,21.1,4/5/25,We Hug Now,Sydney Rose,Alternative/Indie,2025,Song is 21 sec but video is 2:25,,3:19 - 3:40,21,120,,,,,,,,
20,https://www.tiktok.com/t/ZTkQamDee/,WeHugNow_9,@piperrockelle,"20,100,000",Wholesome/Emotional,1,2.8M,32.4M,2.8,32.4,3/14/25,We Hug Now,Sydney Rose,Alternative/Indie,2025,,,3:19 - 3:34,15,120,,,,,,,,
20,https://www.tiktok.com/t/ZTkQasnho/,WeHugNow_10,@jelena.remember,"546,900",Wholesome/Emotional,0,2.8M,20.4M,2.8,20.4,5/29/25,We Hug Now,Sydney Rose,Alternative/Indie,2025,Song is 40 sec but video is 0:49,,3:28 - 4:08,40,120,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,python tiktok_downloader.2py \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@beth...cast/video/7488521489092726021?_r=1&_t=ZT-95BZLTJiAKU::TeQueriaVer \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkBcuHQn/::TeQueriaVer \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkBcMMDs/::TeQueriaVer \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkBcamvt/::TeQueriaVer \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkBcN528/::TeQueriaVer \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkBck2rh/::TeQueriaVer \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkBcNCVq/::TeQueriaVer \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkBcMojK/::TeQueriaVer \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkBcjKAD/::TeQueriaVer \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkBcu2KT/::TeQueriaVer \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@jennifer.coppen/video/7485991142891261190?_r=1&_t=ZT-95AWH4Qbtzp::StecuStecu \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@jennifer.coppen/video/7490484729775459602::StecuStecu \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@jennifer.coppen/video/7492692270190251269::StecuStecu \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@thebaldys_fam/video/7490197963042458887::StecuStecu \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@flaviozaviera_/video/7490217855015800071::StecuStecu \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@davinakaramoy/video/7491546954745351442::StecuStecu \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@szzuuulaak/video/7490154562121125128::StecuStecu \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@fujiiian/video/7492074055357566215::StecuStecu \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@andrewxbarrett/video/7490073692081294599::StecuStecu \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@concheetah/video/7488926383003979016::StecuStecu \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@willsmith/video/7481699258819693870::Anxiety \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@my4c0re/video/7475110913058622763::Anxiety \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@eat_official5/video/7483054384453111041::Anxiety \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@hbomaxbr/video/7479060321546652933::Anxiety \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@raye/video/7479537744583085334::Anxiety \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@imgustavosena/video/7478426894061358341::Anxiety \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@legohugs/video/7490310692440902943::Anxiety \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@fatima.v.l/video/7480216622511213830::Anxiety \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@rae.revord/video/7483186537467776302::Anxiety \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@satisfyingyourmom/video/7480257680058109227::Anxiety \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@.lara._.888/video/7480603649069026582?_r=1&_t=ZT-95AWGpOgT3F::SailorSong \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@maddyspamms/video/7440114969770839339?_r=1&_t=ZT-95M33ooUnCn::SailorSong \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@cayden_lol/video/7411291930442698026?_r=1&_t=ZT-95M33zJ4NOn::SailorSong \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@cozy.zapas/video/7495676477103557910?_r=1&_t=ZT-95M346wGNqv::SailorSong \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@breannakate04/video/7445534367914413342?_r=1&_t=ZT-95M355wqcHu::SailorSong \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@ainsley999/video/7474369439861886250?_r=1&_t=ZT-95M35Zyx8uL::SailorSong \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@thatblue__2ndgen/video/7407248529036561695?_r=1&_t=ZT-95M36zdJkwH::SailorSong \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@grandadfrankk/video/7455792115981896993?_r=1&_t=ZT-95M36HZoQbl::SailorSong \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@ylanast/video/7439426400588762424?_r=1&_t=ZT-95M37hRlNhm::SailorSong \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@g_flickss/video/7415105638801411370?_r=1&_t=ZT-95M487fK0zu::SailorSong \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@mrbeast/video/7505849400019717406::ShakeItToTheMax \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@iamurhope/video/7499046713152277778::ShakeItToTheMax \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@neafeas/video/7512863113734016274::ShakeItToTheMax \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@sulumotion/video/7499857937783885062::ShakeItToTheMax \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@sofiamins_art/video/7501473416105626882::ShakeItToTheMax \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@nianaguerrero/video/7507657768602586375::ShakeItToTheMax \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@playsidegg/video/7511413105948233016::ShakeItToTheMax \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@barbaramirezzz/video/7489308145542532383::ShakeItToTheMax \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@leegookin/video/7505070383473741063::ShakeItToTheMax \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@collageofus/video/7495006964989185302::ShakeItToTheMax \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkhsAGkB/::OceanEyes \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkhs9bDD/::OceanEyes \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkhnnTdV/::OceanEyes \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkhnPrcB/::OceanEyes \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkhna3TS/::OceanEyes \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkhn5RX6/::OceanEyes \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkhn5mXC/::OceanEyes \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkhnP3vg/::OceanEyes \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@oliver6060/video/7549223301264969015?is_from_webapp=1&sender_device=pc::OceanEyes \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@ralphie_archie/video/7235064462284164354?is_from_webapp=1&sender_device=pc::OceanEyes \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkks1Bnk/::NoOneNoticed \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkksfgTr/::NoOneNoticed \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkksPXut/::NoOneNoticed \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkkshkwk/::NoOneNoticed \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkks4nmY/::NoOneNoticed \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkksbD1H/::NoOneNoticed \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkksooCS/::NoOneNoticed \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkkGXTRr/::NoOneNoticed \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkkGWjJt/::NoOneNoticed \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkkp3VRX/::NoOneNoticed \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@austineeee_/video/7555170953857109255?is_from_webapp=1&sender_device=pc&web_id=7005432729274959366::BackToFriends \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@zaynazaan1/video/7553903939591113991?is_from_webapp=1&sender_device=pc&web_id=7005432729274959366::BackToFriends \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@thousandmiles_09/video/7534399227598802194?is_from_webapp=1&sender_device=pc&web_id=7005432729274959366::BackToFriends \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@isabels_flores/video/7507734997646855467?is_from_webapp=1&sender_device=pc&web_id=7005432729274959366::BackToFriends \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@aldisyhptraa_/video/7510272057804983557?is_from_webapp=1&sender_device=pc&web_id=7005432729274959366::BackToFriends \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@iievavsvet/video/7486936862481714454?is_from_webapp=1&sender_device=pc&web_id=7005432729274959366::BackToFriends \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@sombr/video/7522965481066646815?is_from_webapp=1&sender_device=pc&web_id=7005432729274959366::BackToFriends \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@sombr/video/7482143273478311199?is_from_webapp=1&sender_device=pc&web_id=7005432729274959366::BackToFriends \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@not.megaa/video/7503864486638423318?is_from_webapp=1&sender_device=pc&web_id=7005432729274959366::BackToFriends \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@ponder_sonder/video/7500305340399897887?is_from_webapp=1&sender_device=pc&web_id=7005432729274959366::BackToFriends \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkSJuUbc/::Sparks \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkSJ3mjM/::Sparks \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkSeRjVn/::Sparks \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkSeXNjD/::Sparks \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkSeHdHQ/::Sparks \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkSeQ67C/::Sparks \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkSd9JAg/::Sparks \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkSdaEMt/::Sparks \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkSdaGks/::Sparks \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkSdSJkG/::Sparks \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@jennyhan/video/7449877349627170094::ThatsSoTrue \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@victoriajustice/video/7445420910644841774::ThatsSoTrue \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@xoghibli/video/7447187042141850885::ThatsSoTrue \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@aqeelaaz_/video/7465597019298548997::ThatsSoTrue \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@emily.blaire/video/7485111498902179079::ThatsSoTrue \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@iamurhope/video/7589958261168688392::ThatsSoTrue \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@tteeniee/video/7443462278688574766::ThatsSoTrue \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@drkk2023/video/7455847118717177106::ThatsSoTrue \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@charlidamelio/video/7450344932721724718::ThatsSoTrue \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/@looooooooch/video/7452619477687995666::ThatsSoTrue \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkSqgtT5/::LetDown \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkSbGa49/::LetDown \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkSgym62/::LetDown \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkSp1Qf8/::LetDown \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkSp8nJ9/::LetDown \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkSgW9P1/::LetDown \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkSprhnb/::LetDown \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkSpd4TB/::LetDown \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkSpa1Y8/::LetDown \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkA1Qxmw/::LetDown \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkQDhdJs/::Suave \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkQDSLhR/::Suave \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkQDSPpd/::Suave \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkQDSA9P/::Suave \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkQUeeaU/::Suave \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkQUdCHy/::Suave \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkQU1Xr3/::Suave \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkQDvq8s/::Suave \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkQDXQqG/::Suave \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkQUr5ea/::Suave \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkQUA9Wb/::MyDarling \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkQUmuPY/::MyDarling \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkQUHaYN/::MyDarling \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkQUsYkt/::MyDarling \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkQU7sMJ/::MyDarling \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkQUCAp4/::MyDarling \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkQUVjbQ/::MyDarling \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkQUnFLA/::MyDarling \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkQU3Hdm/::MyDarling \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkQUpmtQ/::MyDarling \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkQamRKt/::WeHugNow \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkQaFr8g/::WeHugNow \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkQaUAy1/::WeHugNow \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkQaAmPD/::WeHugNow \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkQaFXN5/::WeHugNow \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkQauK7W/::WeHugNow \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkQaF3DL/::WeHugNow \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkQahvJG/::WeHugNow \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkQamDee/::WeHugNow \,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://www.tiktok.com/t/ZTkQasnho/::WeHugNow,,,,,,,,,,,,,,,,,,,,,,,,